INSTNM,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10
Tennessee College of Applied Technology-Dickson,36829.0,7700,18692.0,53215.0,51700
Dyersburg State Community College,36132.0,4600,18634.0,52500.0,57500
East Tennessee State University,44859.0,8700,27964.0,66045.0,69400
Chattanooga College Medical Dental and & Technical Careers,25954.0,6100,13312.0,39348.0,55300
Tennessee College of Applied Technology-Elizabethton,35069.0,7000,20356.0,49422.0,49300
The Hair Academy LLC,22193.0,PS,14173.0,37576.0,PS
Fisk University,45454.0,8200,25449.0,63020.0,61100
Welch College,42198.0,10600,26564.0,58201.0,64200
Freed-Hardeman University,47485.0,6400,26510.0,69867.0,74800
Tennessee College of Applied Technology-Harriman,31591.0,8300,14698.0,50998.0,48100
Tennessee College of Applied Technology-Hartsville,40469.0,PS,24430.0,57492.0,PS
Tennessee College of Applied Technology-Hohenwald,36106.0,3600,17854.0,53850.0,53200
Tennessee College of Applied Technology-Jacksboro,36449.0,3300,17921.0,51924.0,49600
Jackson State Community College,35224.0,6500,19220.0,52040.0,51700
John A Gupton College,46902.0,PS,24260.0,64202.0,PS
Johnson University,40596.0,6600,24899.0,55177.0,58800
Paul Mitchell the School-Murfreesboro,30461.0,PS,12974.0,44642.0,PS
King University,59831.0,12800,37050.0,88672.0,91100
South College,36642.0,2700,20815.0,54039.0,47400
Lane College,31670.0,5400,16766.0,46586.0,50600
Le Moyne-Owen College,35594.0,8700,19395.0,53377.0,60200
Lee University,43222.0,6100,25758.0,61725.0,60400
Lincoln Memorial University,49956.0,12400,30592.0,72811.0,69900
Tennessee College of Applied Technology-Livingston,33497.0,4100,18553.0,46424.0,44200
The University of Tennessee Southern,38924.0,4100,22783.0,55993.0,58900
Maryville College,49279.0,12600,34298.0,70568.0,76400
Tennessee College of Applied Technology-McKenzie,36720.0,3400,23236.0,50085.0,48900
Genesis Career College-Cookeville,22652.0,PS,10756.0,37516.0,PS
Tennessee College of Applied Technology-Memphis,31192.0,9900,15663.0,50064.0,54700
University of Memphis,48458.0,8800,29737.0,70926.0,74200
Middle Tennessee State University,48541.0,9900,30810.0,69704.0,72200
Tennessee College of Applied Technology-Morristown,38837.0,6000,20712.0,55774.0,52300
Motlow State Community College,40397.0,5500,21840.0,57391.0,54300
Tennessee College of Applied Technology-Murfreesboro,40869.0,PS,22824.0,59209.0,PS
Lincoln College of Technology-Nashville,46396.0,6300,25586.0,66729.0,57900
Nashville State Community College,38519.0,7600,19748.0,57206.0,61000
Tennessee College of Applied Technology Northwest,38514.0,2200,22568.0,54653.0,50600
Tennessee College of Applied Technology-Henry/Carroll,29074.0,4600,14685.0,43157.0,42600
Tennessee College of Applied Technology-Pulaski,40368.0,4500,24905.0,56847.0,46500
Rhodes College,66651.0,17000,43822.0,103868.0,118200
Roane State Community College,39407.0,4800,22781.0,56911.0,58100
Tennessee College of Applied Technology-Crump,30796.0,4000,16233.0,47798.0,47500
Southwest Tennessee Community College,34071.0,6400,17590.0,51079.0,53300
Tennessee College of Applied Technology-Shelbyville,38700.0,5100,21203.0,57398.0,59400
The University of the South,64911.0,12500,39809.0,99334.0,96500
Tennessee College of Applied Technology-Oneida-Huntsville,31949.0,4100,15005.0,46116.0,44800
Tennessee College of Applied Technology-Upper Cumberland,35551.0,4100,18842.0,50338.0,43300
Tennessee College of Applied Technology-McMinnville,40322.0,1700,20440.0,53803.0,50700
Tennessee College of Applied Technology-Jackson,38383.0,3100,21131.0,55085.0,50400
Tennessee College of Applied Technology-Knoxville,37235.0,3900,21463.0,52489.0,44100
Pellissippi State Community College,38440.0,5000,20815.0,57443.0,58300
Southern Adventist University,53723.0,7000,33870.0,85229.0,83000
Tennessee Wesleyan University,45989.0,9000,30950.0,65645.0,67000
The University of Tennessee-Chattanooga,51151.0,10900,33200.0,74361.0,74600
The University of Tennessee-Knoxville,60249.0,12700,39008.0,88456.0,94300
The University of Tennessee-Martin,44213.0,9400,30431.0,61331.0,67400
Tennessee School of Beauty of Knoxville Inc,19913.0,3600,9181.0,36993.0,36700
Tennessee State University,42730.0,9500,25972.0,61975.0,70300
Tennessee Technological University,48501.0,11400,33538.0,71299.0,79100
Trevecca Nazarene University,49378.0,10200,30775.0,77968.0,80900
Northeast State Community College,34553.0,4800,18955.0,51368.0,58600
Tusculum University,44367.0,15700,27593.0,62745.0,81000
Union University,53990.0,9900,34744.0,78063.0,77900
Vanderbilt University,91565.0,22300,59554.0,138460.0,144000
Volunteer State Community College,41150.0,6200,24273.0,58163.0,59600
Walters State Community College,37085.0,5300,21488.0,53290.0,54300
William R Moore College of Technology,32194.0,PS,21518.0,50684.0,PS
Abilene Christian University,55736.0,9600,36361.0,80010.0,78700
Alvin Community College,45762.0,6000,23965.0,71979.0,74300
Amarillo College,41302.0,7600,22290.0,62056.0,69500
Angelina College,37301.0,6100,20934.0,56287.0,60600
Angelo State University,50116.0,11200,32254.0,70895.0,77400
Arlington Baptist University,44644.0,PS,23688.0,61630.0,PS
Arlington Career Institute,36674.0,6500,18305.0,51257.0,51100
Austin College,61296.0,19000,43810.0,87608.0,91200
Austin Community College District,43177.0,7400,23247.0,64418.0,71500
Baldwin Beauty School-South Austin,24801.0,PS,12743.0,37868.0,PS
Baptist Health System School of Health Professions,74220.0,PS,53448.0,98730.0,PS
Baylor University,65793.0,15000,44166.0,94158.0,98100
Coastal Bend College,35086.0,4600,19040.0,55422.0,63400
Blinn College District,46318.0,8500,26677.0,69164.0,78700
Remington College-Dallas Campus,31349.0,5600,16051.0,44946.0,56900
Vet Tech Institute of Houston,35765.0,11000,19661.0,48851.0,52600
Brazosport College,45910.0,5900,23521.0,69988.0,70600
Central Texas College,40995.0,7400,22375.0,62217.0,68900
Charles and Sues School of Hair Design,27724.0,PS,13507.0,38117.0,PS
Cisco College,39092.0,6500,20411.0,58874.0,61700
Clarendon College,38696.0,4400,20749.0,58486.0,69700
Concordia University Texas,60883.0,11500,38795.0,87304.0,86600
BK Cosmo College of Cosmetology,20270.0,PS,11710.0,33552.0,PS
North Central Texas College,45809.0,6900,25028.0,66759.0,66500
Texas A & M University-Corpus Christi,51865.0,12900,33062.0,71968.0,81800
Paul Mitchell the School-Dallas,28693.0,3400,13515.0,47106.0,55700
Dallas Baptist University,56807.0,9300,34818.0,81273.0,81300
Dallas Christian College,43503.0,10600,23556.0,64776.0,81600
Dallas Institute of Funeral Service,45866.0,7000,25018.0,65095.0,67800
University of Dallas,58285.0,12700,35659.0,80012.0,83700
Del Mar College,38656.0,5600,20990.0,61557.0,68800
East Texas Baptist University,52788.0,8700,35467.0,71231.0,76600
Texas A&M University-Texarkana,45515.0,13200,31078.0,61297.0,65000
East Texas A&M University,50296.0,10100,33068.0,66325.0,65500
Dallas College,41714.0,7200,21743.0,61867.0,65000
El Paso Community College,35212.0,6900,19704.0,55562.0,60200
Western Technical College,36156.0,8300,20750.0,57043.0,65000
Western Technical College,36156.0,8300,20750.0,57043.0,65000
Exposito School of Hair Design,20397.0,PS,11879.0,33913.0,PS
Fort Worth Beauty School,22139.0,7000,11259.0,36573.0,39100
Frank Phillips College,37179.0,5600,17892.0,58927.0,66700
Galveston College,37233.0,6100,18752.0,62168.0,63100
Grayson College,40873.0,6000,22608.0,60969.0,69300
Hallmark University,40183.0,7500,25449.0,63848.0,72500
Hardin-Simmons University,54771.0,9900,37653.0,77040.0,80700
Trinity Valley Community College,38567.0,4800,20226.0,60120.0,65800
Hill College,39572.0,4100,19784.0,62210.0,61100
Houston Christian University,55933.0,9700,32345.0,79846.0,85900
University of Houston-Clear Lake,59004.0,13900,40766.0,76140.0,94100
Houston Community College,39254.0,8000,18789.0,61121.0,71200
University of Houston-Downtown,53551.0,11100,30812.0,72505.0,82000
University of Houston-Victoria,54467.0,10800,35230.0,82094.0,71200
University of Houston,62377.0,13600,39375.0,92999.0,100000
Howard College,38382.0,5700,20950.0,57845.0,64300
Howard Payne University,48376.0,8400,33222.0,64999.0,68900
Huston-Tillotson University,42937.0,9100,24894.0,59998.0,55400
University of the Incarnate Word,56733.0,12600,35538.0,80251.0,85300
Jacksonville College-Main Campus,38885.0,6400,18020.0,55453.0,53600
Jarvis Christian University,32992.0,4100,16808.0,48613.0,49600
KD Conservatory College of Film and Dramatic Arts,30187.0,8300,16148.0,42712.0,54900
Kilgore College,37975.0,4400,19839.0,59139.0,64600
Lamar University,49652.0,9400,30901.0,73800.0,89300
Lamar State College-Orange,36587.0,4400,17889.0,58709.0,66500
Lamar State College-Port Arthur,37120.0,5200,17720.0,56679.0,65400
Laredo College,33934.0,8700,18092.0,52325.0,64900
Texas A & M International University,48386.0,14400,29365.0,65061.0,72500
Lee College,42178.0,4800,20885.0,68467.0,70800
LeTourneau University,57103.0,15600,37115.0,86554.0,104300
Lincoln College of Technology-Grand Prairie,46396.0,6300,25586.0,66729.0,57900
Lubbock Christian University,53787.0,8300,34949.0,81706.0,76300
College of the Mainland,39639.0,6000,19771.0,63360.0,68000
University of Mary Hardin-Baylor,56132.0,11600,35989.0,78352.0,76400
McLennan Community College,39163.0,5500,21627.0,57390.0,62700
McMurry University,48779.0,10000,32535.0,70366.0,75400
Covenant School of Nursing and Allied Health,78724.0,19600,62987.0,99197.0,82600
Midland College,43958.0,7000,23400.0,70220.0,73200
Midwestern State University,55747.0,10600,37019.0,80113.0,73100
William Edge Institute,23040.0,PS,7254.0,37223.0,PS
Wade College,36657.0,5800,16529.0,56971.0,58200
Southern Careers Institute-Austin,27035.0,3800,13576.0,41191.0,39300
Tint School of Makeup & Cosmetology,26381.0,6200,13606.0,42782.0,33700
Navarro College,38716.0,7000,19764.0,57787.0,63400
Lone Star College System,42466.0,7300,21624.0,63661.0,69500
University of North Texas,57010.0,11700,36403.0,78812.0,79500
Northeast Texas Community College,37870.0,5300,19809.0,57001.0,63300
Ocean Corporation,53474.0,7000,24640.0,87368.0,111500
Odessa College,42026.0,6800,23302.0,68855.0,72500
Ogle School Hair Skin Nails-Arlington,31055.0,2500,15138.0,47736.0,47900
Ogle School Hair Skin Nails-Ft Worth,26885.0,3400,12682.0,43866.0,47000
Our Lady of the Lake University,48675.0,13100,30371.0,65309.0,69200
The University of Texas Rio Grande Valley,49620.0,11500,29401.0,66597.0,77700
Texas Southmost College,41900.0,9300,25319.0,62985.0,65600
Panola College,36072.0,5500,20649.0,59898.0,67300
Paris Junior College,36515.0,5100,18994.0,56749.0,60200
Paul Quinn College,29288.0,4900,12935.0,45883.0,53500
Prairie View A & M University,45411.0,7200,23973.0,65217.0,71600
Ranger College,35552.0,5400,19454.0,54947.0,56200
Rice University,89718.0,25700,62982.0,143920.0,161600
Saint Edward's University,58826.0,10000,39489.0,86574.0,89500
St Philip's College,38224.0,6900,20307.0,57875.0,63000
University of St Thomas,59224.0,15600,37152.0,82590.0,96800
Sam Houston State University,54211.0,11900,36263.0,73178.0,78900
San Antonio College,39711.0,6900,21270.0,60209.0,65100
San Jacinto Community College,43062.0,8200,22889.0,66232.0,75600
Schreiner University,52228.0,10000,34553.0,74165.0,69100
Seguin Beauty School-Seguin,21891.0,PS,8975.0,32354.0,PS
St. Mary's University,56955.0,17900,38690.0,79025.0,85300
South Plains College,41276.0,6400,23573.0,64334.0,64900
South Texas Vocational Technical Institute-Weslaco,31102.0,2400,15775.0,47146.0,44700
Miller-Motte College-STVT-McAllen,31102.0,2400,15775.0,47146.0,44700
Southern Methodist University,78354.0,14900,50337.0,121566.0,126200
Southwest School of Business and Technical Careers-San Antonio,24251.0,6100,12878.0,36706.0,35800
Southwest Texas College,35563.0,6800,18798.0,56440.0,58800
Nelson University,46238.0,6200,28464.0,63010.0,63500
Southwestern University,56878.0,13200,37176.0,86002.0,96300
Stephen F Austin State University,49634.0,12000,32573.0,67133.0,74100
Texas State University,56906.0,13500,38577.0,80902.0,82200
Southwestern Adventist University,52946.0,9300,32967.0,80092.0,79100
Southwestern Christian College,32672.0,5300,12755.0,45678.0,53700
Sul Ross State University,41871.0,11600,22884.0,58116.0,70400
Tarleton State University,53040.0,12800,35348.0,73166.0,78500
Tarrant County College District,42727.0,7700,22432.0,63452.0,69600
Temple College,38678.0,5800,20659.0,58799.0,65600
University of Texas Southwestern Medical Center,76860.0,35100,60673.0,93631.0,250000
The University of Texas Health Science Center at San Antonio,82206.0,32400,58134.0,108388.0,183900
The University of Texas Medical Branch at Galveston,92961.0,30200,67466.0,122608.0,104900
Texarkana College,34647.0,6500,18060.0,52200.0,55600
Texas A&M University-Kingsville,51450.0,9500,32330.0,68303.0,81200
Texas A&M University-College Station,72097.0,19600,48234.0,106337.0,110600
The University of Texas at Arlington,63199.0,13500,41572.0,91958.0,88100
The University of Texas at Austin,75121.0,16200,50527.0,116556.0,120000
The University of Texas at Dallas,68227.0,15500,44421.0,101340.0,102300
The University of Texas at El Paso,50923.0,11200,29422.0,70184.0,77900
The University of Texas at Tyler,57053.0,14800,36917.0,83095.0,87400
Texas Christian University,68424.0,14300,44497.0,98051.0,100100
Texas College,33752.0,4500,18016.0,52271.0,49700
University of North Texas Health Science Center,93615.0,PS,65977.0,159469.0,PS
Texas Lutheran University,53863.0,14300,35261.0,74010.0,86000
The University of Texas Permian Basin,56073.0,12200,37375.0,78631.0,82100
The University of Texas at San Antonio,57131.0,14000,37060.0,80771.0,81400
Texas Southern University,38924.0,6300,18610.0,59970.0,72500
Texas Tech University,62454.0,14900,41009.0,91778.0,96800
Texas Wesleyan University,54053.0,9600,31559.0,68156.0,67900
Texas Woman's University,56544.0,12000,35935.0,77086.0,83700
Trinity University,71668.0,15200,52586.0,107584.0,113200
The University of Texas Health Science Center at Houston,88757.0,30000,58915.0,115506.0,231700
Texas Tech University Health Sciences Center,92348.0,22900,66133.0,123034.0,117300
Tyler Junior College,38140.0,6700,21369.0,57247.0,66600
Universal Technical Institute of Texas Inc.,51222.0,11600,29872.0,74177.0,80300
UCAS University of Cosmetology Arts & Sciences-McAllen,19880.0,4300,10643.0,33980.0,36000
Vernon College,40464.0,5500,22354.0,63679.0,63300
Victoria Beauty & Barber College,18831.0,2100,8660.0,33256.0,45100
Victoria College,42382.0,8500,24621.0,66315.0,68500
Wayland Baptist University,51838.0,11300,33771.0,77809.0,78700
Weatherford College,42397.0,5200,22701.0,63919.0,67700
West Texas A & M University,50741.0,10900,34234.0,71388.0,78400
Western Texas College,42508.0,6000,23861.0,70808.0,78400
Wharton County Junior College,44960.0,10300,24767.0,67812.0,71700
Wiley University,33159.0,7200,17006.0,49586.0,54500
Bridgerland Technical College,38347.0,5300,18087.0,60588.0,61100
Brigham Young University,75790.0,7000,39894.0,119196.0,127300
Brigham Young University-Hawaii,52064.0,4600,25782.0,82636.0,87300
Collectiv Academy,29334.0,PS,7354.0,39869.0,PS
Davis Technical College,41734.0,4600,23706.0,62314.0,61600
Utah Tech University,44570.0,5400,22563.0,69999.0,76700
Paul Mitchell the School-Salt Lake City,26893.0,PS,12419.0,45453.0,PS
Eagle Gate College-Murray,37518.0,4600,20717.0,54175.0,58000
Ensign College,50630.0,3000,28995.0,80715.0,74400
Ogden-Weber Technical College,35032.0,3200,17896.0,52273.0,56300
Snow College,41022.0,4000,23314.0,64819.0,64500
Southern Utah University,50296.0,5700,26717.0,74170.0,78600
Uintah Basin Technical College,28178.0,PS,12021.0,47697.0,PS
Utah State University,54022.0,6300,28475.0,80715.0,88000
Utah Valley University,55486.0,6800,30185.0,86094.0,94600
Salt Lake Community College,47867.0,6600,26430.0,71663.0,77900
University of Utah,67170.0,10400,40587.0,99335.0,108700
Weber State University,56287.0,8400,33236.0,82915.0,88000
Westminster University,66215.0,11800,38860.0,95331.0,90700
Bennington College,38289.0,5000,19841.0,67910.0,55800
Champlain College,58386.0,12800,33909.0,89444.0,73000
Community College of Vermont,36234.0,4100,17441.0,56454.0,53500
Goddard College,25552.0,4200,9643.0,56207.0,61900
Middlebury College,76310.0,13900,48442.0,124474.0,165400
Norwich University,65575.0,11900,42747.0,86999.0,85200
Saint Michael's College,61317.0,16600,46033.0,81070.0,89500
Vermont State University,50331.0,15700,35188.0,74896.0,74600
University of Vermont,62472.0,12800,39819.0,91148.0,86800
Advanced Technology Institute,46342.0,8300,28345.0,64978.0,65300
Averett University,51516.0,13300,33532.0,75785.0,87000
Blue Ridge Community College,42644.0,7800,25141.0,60692.0,61900
Bluefield University,48896.0,12600,32976.0,72675.0,87100
Bridgewater College,53453.0,13500,39649.0,72917.0,82100
William & Mary,73490.0,18500,48980.0,112948.0,124900
Regent University,44498.0,PS,23248.0,69937.0,PS
Central Virginia Community College,36627.0,6600,20812.0,53563.0,55000
Christopher Newport University,60509.0,13600,41512.0,85473.0,77100
Bryant & Stratton College-Virginia Beach,32568.0,2600,15518.0,48170.0,46900
Mountain Gateway Community College,34293.0,5000,18395.0,52948.0,56300
Danville Community College,31664.0,8800,15892.0,47724.0,54600
Centura College-Virginia Beach,25930.0,4500,12508.0,39679.0,51000
Emory & Henry University,47385.0,16500,30905.0,68854.0,72300
Eastern Mennonite University,54869.0,12600,37199.0,79999.0,76000
Eastern Shore Community College,32418.0,5000,16066.0,48637.0,44200
Ferrum College,44296.0,9900,28441.0,59166.0,63000
George Mason University,76343.0,16300,47905.0,109864.0,107000
Germanna Community College,39644.0,6100,21503.0,63559.0,74400
Hampden-Sydney College,67640.0,14500,45237.0,102102.0,106000
Hampton University,59159.0,10600,36078.0,84402.0,85500
Hollins University,40075.0,9000,21153.0,57630.0,70600
J Sargeant Reynolds Community College,39529.0,7100,20381.0,58422.0,63300
James Madison University,69954.0,19500,48802.0,100257.0,102600
Brightpoint Community College,41223.0,8000,22526.0,61976.0,69400
Liberty University,44813.0,8000,24639.0,68020.0,77700
Longwood University,52347.0,16000,37953.0,66882.0,71000
Laurel Ridge Community College,41000.0,6300,23671.0,62528.0,68600
University of Lynchburg,56380.0,13800,38040.0,78352.0,83100
Centra College,60122.0,PS,34779.0,79560.0,PS
Mary Baldwin University,44427.0,10800,26390.0,57577.0,69000
University of Mary Washington,60613.0,15500,40127.0,88325.0,97700
Marymount University,67516.0,10700,42262.0,94804.0,97700
Sovah School of Health Professions,69924.0,PS,45717.0,92643.0,PS
Mountain Empire Community College,32622.0,4000,18506.0,47785.0,54900
American National University,26370.0,3800,12604.0,39586.0,42900
New River Community College,40025.0,5800,22670.0,58527.0,65000
Sentara College of Health Sciences,77821.0,9700,50130.0,93470.0,88700
Tidewater Tech-Trades,31657.0,PS,14476.0,51618.0,PS
Norfolk State University,44666.0,9700,25584.0,64690.0,67600
Northern Virginia Community College,53557.0,9100,29461.0,82798.0,89000
Old Dominion University,54914.0,13600,37373.0,80436.0,83800
Patrick & Henry Community College,33323.0,4200,17869.0,49534.0,48700
Paul D Camp Community College,36031.0,5500,20130.0,54676.0,49000
Southside College of Health Sciences,71380.0,8000,49293.0,86265.0,84300
Piedmont Virginia Community College,40752.0,5900,22904.0,60923.0,59400
Radford University,53739.0,16000,38051.0,77202.0,81500
Randolph-Macon College,58448.0,21000,40135.0,82908.0,84000
Randolph College,53409.0,12800,32764.0,78006.0,71100
Rappahannock Community College,36121.0,5400,20031.0,53166.0,55400
Fortis College-Norfolk,32754.0,3700,16296.0,47884.0,36800
Richard Bland College,41452.0,5100,25607.0,59656.0,61600
Bon Secours Memorial College of Nursing,77014.0,PS,50334.0,98178.0,PS
University of Richmond,76178.0,21100,50485.0,111727.0,131800
Riverside College of Health Careers,66072.0,PS,38476.0,90444.0,PS
Roanoke College,58047.0,15600,40380.0,81482.0,82500
Shenandoah University,58433.0,6900,38172.0,90361.0,87300
Southern Virginia University,50002.0,4000,27572.0,74656.0,73500
Southside Virginia Community College,32371.0,6100,17047.0,48129.0,48600
Southwest Virginia Community College,34221.0,4700,17453.0,50270.0,57100
Staunton School of Cosmetology,22660.0,PS,9988.0,41877.0,PS
Strayer University-Virginia,40092.0,11500,20698.0,62129.0,106500
Sweet Briar College,51943.0,9700,32164.0,75018.0,70500
Virginia Peninsula Community College,37996.0,6400,19221.0,57708.0,65200
Tidewater Community College,38349.0,6400,19562.0,58123.0,63400
University of Virginia's College at Wise,45325.0,14200,32165.0,64827.0,72000
Virginia Highlands Community College,32681.0,4800,18350.0,49153.0,50900
Virginia Polytechnic Institute and State University,81698.0,21100,53415.0,113356.0,105600
Virginia Western Community College,38787.0,7100,21582.0,56450.0,59900
Virginia Commonwealth University,58128.0,12100,37933.0,84890.0,86100
University of Virginia-Main Campus,86863.0,21600,59194.0,130294.0,126500
Virginia Military Institute,77369.0,15800,52604.0,90374.0,97800
Asher Institute of Hampton,18710.0,1800,8179.0,36735.0,41400
Virginia State University,45543.0,8400,27137.0,65094.0,68900
Virginia Union University,38275.0,7000,22194.0,53574.0,59000
Virginia Wesleyan University,50074.0,7700,32037.0,72086.0,74700
Washington and Lee University,94810.0,29200,64147.0,141033.0,164000
Wytheville Community College,34303.0,5300,18495.0,51565.0,55900
Bellevue College,56310.0,8400,31012.0,85912.0,88300
Bellingham Technical College,49748.0,7400,26978.0,76338.0,74000
Big Bend Community College,43814.0,6800,25142.0,62776.0,65900
Central Washington University,61580.0,12800,38275.0,84664.0,83000
Centralia College,43140.0,4200,23949.0,66160.0,60800
City University of Seattle,69460.0,12000,45546.0,96256.0,99500
Paul Mitchell the School-Richland,27407.0,PS,11560.0,46712.0,PS
Clark College,42356.0,4800,21977.0,64676.0,73600
Clover Park Technical College,41787.0,4900,20959.0,64109.0,67100
Columbia Basin College,46680.0,6700,26950.0,68836.0,69600
Cornish College of the Arts,33696.0,6200,17015.0,57635.0,62400
Divers Institute of Technology,62489.0,9800,34027.0,90909.0,113100
Eastern Washington University,57897.0,10700,36589.0,80559.0,77100
Edmonds College,48144.0,6600,24529.0,75159.0,80300
Everett Community College,45434.0,4900,23181.0,69962.0,71500
The Evergreen State College,45320.0,5500,24244.0,66437.0,63700
Pierce College District,47532.0,6700,24229.0,69916.0,69100
Glen Dow Academy of Hair Design,22925.0,PS,9450.0,39780.0,PS
Gonzaga University,78892.0,17600,53874.0,111646.0,99900
Grays Harbor College,40865.0,3600,21698.0,62351.0,57900
Green River College,50712.0,6000,27350.0,74696.0,73700
Toni & Guy Hairdressing Academy-Shoreline,29827.0,PS,11084.0,46572.0,PS
Heritage University,49416.0,5900,30073.0,70156.0,59200
Highline College,47869.0,7000,24244.0,72619.0,74500
International Air and Hospitality Academy,52574.0,3700,28414.0,83120.0,51600
Bastyr University,49364.0,4000,21033.0,72433.0,70800
Bates Technical College,50051.0,5700,25564.0,78795.0,73500
Lake Washington Institute of Technology,50669.0,8400,29799.0,77203.0,79100
Lower Columbia College,40691.0,4200,20718.0,66460.0,71400
BJ's Beauty & Barber College,23216.0,PS,12099.0,41643.0,PS
North Seattle College,47728.0,4600,23587.0,73802.0,82100
Northwest University,54914.0,7200,31694.0,83872.0,78300
Olympic College,43169.0,5100,22597.0,67162.0,69100
Perry Technical Institute,57764.0,15300,37797.0,91347.0,98100
Pacific Lutheran University,66990.0,13700,44167.0,88955.0,84400
Peninsula College,37078.0,4000,18615.0,56889.0,64200
University of Puget Sound,69594.0,12000,43124.0,102646.0,97400
Renton Technical College,49782.0,6100,27780.0,75295.0,66900
Saint Martin's University,62092.0,15000,38810.0,85700.0,87600
South Seattle College,44486.0,7400,24003.0,69934.0,67800
Seattle Central College,43307.0,4800,19783.0,68743.0,64700
Seattle Pacific University,64506.0,10200,39567.0,97253.0,90100
Seattle University,75272.0,16300,49222.0,107987.0,99800
Shoreline Community College,52009.0,8400,27196.0,80203.0,81100
Skagit Valley College,43505.0,4800,25551.0,67145.0,67000
South Puget Sound Community College,45039.0,4900,26123.0,66925.0,67000
Spokane Community College,41984.0,6200,22366.0,63570.0,69100
Spokane Falls Community College,38955.0,4700,20150.0,58767.0,61600
Stylemaster College of Hair Design,20580.0,PS,10548.0,35737.0,PS
Tacoma Community College,47168.0,5800,25111.0,71927.0,72700
Walla Walla Community College,43526.0,6900,24760.0,67809.0,66600
Walla Walla University,61885.0,10800,37548.0,88335.0,88400
Washington State University,68905.0,12800,43186.0,97582.0,93000
University of Washington-Seattle Campus,78466.0,16200,50171.0,115782.0,110400
Wenatchee Valley College,41127.0,6500,23153.0,62684.0,68900
Western Washington University,62569.0,11300,39304.0,86564.0,82400
Whatcom Community College,44092.0,5600,24360.0,69902.0,65300
Whitman College,67589.0,13800,44195.0,101439.0,94400
Whitworth University,58561.0,9500,38934.0,80121.0,81600
Yakima Valley College,43499.0,5900,26550.0,63476.0,65300
Appalachian Bible College,37467.0,4900,20722.0,57713.0,66100
Ben Franklin Career Center,37962.0,PS,26472.0,55046.0,PS
Bethany College,44512.0,12400,24862.0,65576.0,81200
Bluefield State University,38217.0,5800,18934.0,61745.0,63200
Cabell County Career Technology Center,33975.0,PS,12698.0,52566.0,PS
Charleston School of Beauty Culture,17827.0,PS,7741.0,30400.0,PS
University of Charleston,55774.0,11200,34245.0,83868.0,71500
Clarksburg Beauty Academy and School of Massage Therapy,16306.0,2600,9791.0,26734.0,40200
Concord University,42703.0,8300,26282.0,57358.0,64100
Davis & Elkins College,43411.0,7500,27027.0,63017.0,69700
Fairmont State University,46857.0,8400,28411.0,69615.0,70100
Glenville State University,39315.0,5400,22225.0,56900.0,66700
Huntington Junior College,21783.0,2900,8953.0,35442.0,38300
James Rumsey Technical Institute,45133.0,PS,28462.0,62347.0,PS
Ralph R Willis Career and Technical Center,51465.0,PS,26864.0,67815.0,PS
Marshall University,46354.0,8800,29123.0,68397.0,70800
Mercer County Technical Education Center,33511.0,PS,22721.0,45064.0,PS
Monongalia County Technical Education Center,40499.0,PS,22880.0,70295.0,PS
Morgantown Beauty College Inc,22230.0,PS,11485.0,39710.0,PS
West Virginia University at Parkersburg,35171.0,6700,18143.0,55301.0,61300
Potomac State College of West Virginia University,55939.0,13300,35542.0,84067.0,93600
Academy of Careers and Technology,32756.0,PS,19721.0,48367.0,PS
Salem University,34642.0,3900,17082.0,55885.0,66600
Shepherd University,49358.0,10500,29776.0,72112.0,70300
Southern West Virginia Community and Technical College,32153.0,4800,16783.0,48892.0,63100
Fred W Eberle Technical Center,43364.0,PS,27877.0,63915.0,PS
West Virginia State University,40492.0,5700,24235.0,56182.0,60800
West Virginia University Hospital Departments of Rad Tech and Nutrition,69666.0,PS,52489.0,79783.0,PS
West Liberty University,43296.0,9000,28311.0,61253.0,68400
West Virginia University Institute of Technology,55939.0,13300,35542.0,84067.0,93600
West Virginia Wesleyan College,51593.0,17000,35845.0,76753.0,84200
West Virginia Junior College-Charleston,27472.0,2700,13755.0,38572.0,44600
West Virginia Junior College-Morgantown,31912.0,4800,17949.0,46876.0,45500
International Beauty School 4,18906.0,PS,7022.0,38990.0,PS
West Virginia Northern Community College,30162.0,4600,15886.0,48309.0,55200
West Virginia University,55939.0,13300,35542.0,84067.0,93600
Wheeling University,57949.0,14100,39537.0,86644.0,85200
Wood County Technical Center-Practical Nursing,40547.0,PS,26529.0,50438.0,PS
VICI Beauty School,32393.0,4300,17563.0,46406.0,46000
Alverno College,53145.0,8900,33402.0,76239.0,75100
Madison Area Technical College,45413.0,7600,28299.0,64938.0,63800
Bellin College,76222.0,PS,56301.0,96731.0,PS
Beloit College,53260.0,10000,34613.0,73974.0,69500
Blackhawk Technical College,41620.0,8000,24705.0,58856.0,65200
Carroll University,58009.0,13800,41980.0,79764.0,75100
Carthage College,56950.0,13600,40368.0,80915.0,78200
Concordia University-Wisconsin,56075.0,11500,37673.0,78409.0,78200
Edgewood College,59728.0,10900,40198.0,84290.0,76500
Fox Valley Technical College,45684.0,8800,29194.0,64374.0,64300
Gateway Technical College,40264.0,5000,20515.0,59365.0,65100
The Professional Hair Design Academy,29587.0,PS,12301.0,42176.0,PS
